lemma,learning_language,item
sintoma,pt,symptom
síntoma,es,symptom
synagoge,de,synagogue
sindicato,pt,syndicate
síntese,pt,synthesis
síntesis,es,synthesis
synthèse,fr,synthesis
sistema,es,system
sistema,pt,system
system,de,system
système,fr,system
t,fr,T
mesa,es,table
mesa,pt,table
tabelle,de,table
tabla,es,table
table,fr,table
tavola,it,table
tavolo,it,table
tisch,de,table
cola,es,tail
nehmen,de,take
pegar,pt,take
prendere,it,take
prendre,fr,take
sacar,es,take
tomar,pt,take
übernehmen,de,take
participar,es,take part
teilnehmen,de,take part
übernahme,de,takeover
talent,fr,talent
conversar,pt,talk
gespräch,de,talk
hablar,es,talk
reden,de,talk
bronzer,fr,Tan
band,de,tape
obiettivo,it,target
aufgabe,de,task
compito,it,task
tâche,fr,task
geschmack,de,taste
goût,fr,taste
goûter,fr,taste
gusto,it,taste
impôt,fr,tax
impuesto,es,tax
steuer,de,tax
táxi,pt,taxi
chá,pt,tea
tee,de,tea
thé,fr,tea
ensinar,pt,teach
insegnare,it,teach
lehren,de,teach
enseignant,fr,teacher
insegnante,it,teacher
lehrer,de,teacher
lehrerin,de,Teacher
maestro,es,teacher
profesor,es,teacher
professor,pt,teacher
professore,it,teacher
lehre,de,Teaching
equipe,pt,team
équipe,fr,team
mannschaft,de,team
squadra,it,team
team,de,team
time,pt,team
lacrima,it,tear
lágrima,es,tear
lágrima,pt,tear
larme,fr,tear
technique,fr,technical
técnico,es,technical
technisch,de,technically
technicien,fr,technician
técnico,pt,technician
technik,de,technology
technologie,de,technology
technologie,fr,technology
tecnologia,pt,technology
tecnología,es,technology
adolescent,fr,teenager
adolescente,it,teenager
adolescente,pt,Teenager
tele,de,Tele
télévision,fr,television
contar,es,tell
contar,pt,tell
erzählen,de,tell
raconter,fr,tell
temperatur,de,temperature
temperatura,es,temperature
temperatura,pt,temperature
température,fr,temperature
muster,de,template
vorlage,de,template
dez,pt,ten
dieci,it,ten
diez,es,ten
dix,fr,ten
zehn,de,ten
tendre,fr,tender
tennis,de,tennis
tennis,fr,tennis
tennis,it,tennis
dizaine,fr,Tens
spannung,de,tension
tensión,es,tension
decimo,it,tenth
begriff,de,term
plazo,es,term
terme,fr,term
terribile,it,terrible
terrible,es,terrible
terrible,fr,terrible
territoire,fr,territory
territorio,es,territory
territorio,it,territory
território,pt,territory
terrorismo,es,terrorism
ensaio,pt,test
épreuve,fr,test
prova,it,test
test,de,test
teste,pt,Test
testen,de,test
testo,it,text
texte,fr,text
texto,es,text
texto,pt,text
que,fr,than
agradecer,pt,thank
danken,de,thank
ringraziare,it,thank
danke,de,Thank you
gracias,es,Thank you
grazie,it,thank you
merci,fr,thank you
obrigado,pt,thank you
grâce,fr,Thanks
aquel,es,that
aquele,pt,that
aquilo,pt,That
che,it,that
dass,de,that
ese,es,that
eso,es,that
esse,pt,that
isso,pt,that
deshalb,de,that's why
a,pt,The
autant,fr,The
celui,fr,The
das,de,the
dessous,fr,The
die,de,the
fort,fr,The
gewähr,de,The
gli,it,the
il,it,the
l',it,the
là,fr,the
le,fr,the
le,it,the
lo,es,the
lo,it,the
taire,fr,The
voici,fr,The
atmosphäre,de,the atmosphere
padaria,pt,the bakery
ende,de,The End
letzt,de,The last
príncipe,es,the prince
pareil,fr,the same
teatro,es,theater
teatro,it,theater
teatro,pt,theater
théâtre,fr,theater
theater,de,Theatre
leur,fr,their
loro,it,their
eux,fr,them
tema,es,theme
tema,it,theme
tema,pt,theme
thema,de,theme
allora,it,then
dann,de,then
ensuite,fr,then
luego,es,then
poi,it,then
puis,fr,then
quindi,it,then
teoria,pt,theory
teoría,es,theory
theorie,de,theory
théorie,fr,theory
therapie,de,therapy
aí,pt,there
ali,pt,there
allí,es,there
da,de,there
dort,de,there
là,it,there
lì,it,there
hay,es,there are
ce,it,there is
dadurch,de,thereby
daher,de,therefore
darum,de,therefore
deswegen,de,Therefore
dunque,it,therefore
portanto,pt,therefore
darauf,de,thereon
tese,pt,thesis
tesi,it,thesis
tesis,es,thesis
fino,pt,thin
magro,it,thin
sottile,it,thin
chose,fr,thing
coisa,pt,thing
cosa,es,thing
cosa,it,thing
ding,de,thing
sache,de,Thing
denken,de,think
pensar,es,think
pensar,pt,think
pensare,it,think
penser,fr,think
dritt,de,Third
terceiro,pt,third
tercer,es,Third
tercero,es,third
terzo,it,third
tiers,fr,third
troisième,fr,third
durst,de,thirst
tredici,it,thirteen
treize,fr,thirteen
treze,pt,thirteen
treinta,es,thirty
trenta,it,thirty
trente,fr,thirty
trinta,pt,thirty
ce,fr,this
ceci,fr,this
cela,fr,This
ci,fr,this
dies,de,this
esto,es,this
isto,pt,this
questo,it,this
este,pt,This one
embora,pt,Though
gedanke,de,thought
pensamento,pt,thought
pensamiento,es,thought
pensée,fr,thought
pensiero,it,thought
mil,pt,thousand
millier,fr,Thousand
fil,fr,Thread
amenazar,es,threat
drei,de,three
tre,it,three
tres,es,three
três,pt,three
trois,fr,three
dreiviertel,de,Three-quarter
garganta,pt,throat
gola,it,throat
gorge,fr,throat
através,pt,through
attraverso,it,through
jeter,fr,Throw
tirar,es,throw
jeu,fr,thu
donnerstag,de,Thursday
giovedì,it,Thursday
jeudi,fr,Thursday
jueves,es,Thursday
quinta-feira,pt,Thursday
somit,de,thus
biglietto,it,ticket
billet,fr,ticket
tien,fr,Tien
tigre,fr,tiger
tigre,it,tiger
tigre,pt,tiger
apertar,pt,tighten
fino,it,till
durée,fr,Time
época,es,time
época,pt,time
époque,fr,time
fois,fr,time
instant,fr,Time
momento,pt,time
tempo,it,time
tempo,pt,time
temps,fr,time
uhrzeit,de,Time
vez,es,time
volta,it,time
zeit,de,Time
mal,de,times
lata,pt,tin
latta,it,tin
ponta,pt,tip
punta,es,tip
pneu,pt,tire
reifen,de,tire
cansado,es,tired
fatigue,fr,tired
müde,de,tired
stanco,it,tired
titel,de,title
titolo,it,title
titre,fr,Title
título,es,title
título,pt,title
a,es,to
a,it,to
bis,de,to
dazu,de,to
destiner,fr,To
verso,it,to
zu,de,to
tabaco,es,tobacco
aujourd'hui,fr,today
heute,de,today
heutig,de,Today
hoje,pt,today
hoy,es,today
oggi,it,today
ensemble,fr,together
gemeinsam,de,together
insieme,it,together
junto,es,together
miteinander,de,together
zusammen,de,together
toalete,pt,toilet
toilette,de,Toilet
toilette,fr,toilet
pomodoro,it,tomato
tomate,de,tomato
tomate,es,tomato
tomate,fr,tomato
tomate,pt,tomato
amanhã,pt,tomorrow
demain,fr,tomorrow
domani,it,tomorrow
morgen,de,tomorrow
tonelada,es,ton
tono,es,tone
lingua,it,tongue
stanotte,it,tonight
stasera,it,tonight
tonelada,pt,tonne
tonne,fr,tonne
demais,pt,too
demasiado,es,too
trop,fr,too much
troppo,it,too much
ferramenta,pt,tool
outil,fr,tool
strumento,it,tool
werkzeug,de,Tool
dent,fr,tooth
diente,es,tooth
cima,it,top
cima,pt,Top
haut,fr,Top
dach,de,top
tortue,fr,tortoise
tortuga,es,tortoise
gesamt,de,total
summe,de,total
total,es,total
total,fr,total
total,pt,total
totale,it,total
totalement,fr,totally
totalmente,es,totally
totalmente,it,totally
tocar,es,touch
tocar,pt,touch
toucher,fr,touch
gira,es,tour
giro,it,tour
tourisme,fr,tourism
tourismus,de,tourism
turismo,es,tourism
turismo,it,tourism
turismo,pt,tourism
turista,it,tourist
torneio,pt,tournament
torneo,es,tournament
torneo,it,tournament
hacia,es,toward
envers,fr,towards
vers,fr,towards
asciugamano,it,towel
serviette,fr,towel
toalha,pt,towel
torre,es,tower
torre,pt,tower
tour,fr,tower
pueblo,es,town
village,fr,town
mairie,fr,town hall
municipio,it,town hall
rathaus,de,town hall
brinquedo,pt,toy
giocattolo,it,toy
jouet,fr,toy
spielzeug,de,toy
trace,fr,trace
pista,es,track
pista,it,track
pista,pt,track
piste,fr,track
commerce,fr,trade
handel,de,trade
messe,de,Trade fair
händler,de,Trader
tradición,es,tradition
tradition,de,tradition
tradition,fr,tradition
tradizione,it,tradition
tradicional,es,traditional
tradizionale,it,traditional
traffico,it,traffic
tráfico,es,traffic
tráfico,pt,traffic
trânsito,pt,Traffic
verkehr,de,traffic
allenare,it,train
bahn,de,train
train,fr,train
treinar,pt,train
trem,pt,train
tren,es,train
treno,it,train
zug,de,train
trainer,de,Trainer
entraîner,fr,Training
formación,es,training
formation,fr,training
training,de,training
übertragen,de,transfer
transformer,fr,transform
transformação,pt,transformation
transformación,es,transformation
transformation,fr,transformation
transición,es,transition
traduire,fr,translate
tradução,pt,translation
sender,de,Transmitter
transport,de,transport
transport,fr,transport
transporte,es,transport
transporte,pt,transport
trasporto,it,transport
poubelle,fr,trash can
reise,de,travel
viagem,pt,travel
viaggiare,it,travel
viaggio,it,travel
viajar,pt,travel
viaje,es,travel
reiseführer,de,travel Guide
plateau,fr,tray
trésor,fr,treasure
behandeln,de,treat
traiter,fr,Treat
behandlung,de,treatment
tratamento,pt,treatment
tratamiento,es,treatment
trattamento,it,treatment
árbol,es,tree
arbre,fr,tree
árvore,pt,tree
baum,de,tree
tendance,fr,trend
tendencia,es,trend
trend,de,trend
procès,fr,trial
homenagem,pt,tribute
homenaje,es,tribute
trick,de,trick
tour,de,trip
voyage,fr,trip
hose,de,trousers
pantalon,fr,trousers
confiance,fr,trust
verdade,pt,truth
verità,it,truth
vérité,fr,truth
wahrheit,de,truth
essayer,fr,try
intentar,es,try
probar,es,try
provare,it,try
tenter,fr,try
tratar,es,try
versuchen,de,try
vasca,it,tub
ter,pt,Tue
dienstag,de,Tuesday
mardi,fr,Tuesday
martedì,it,Tuesday
martes,es,Tuesday
terça,pt,Tuesday
terça-feira,pt,Tuesday
tacchino,it,turkey
dran,de,Turn
girar,pt,turn
girar,es,turn
girare,it,turn
tourner,fr,turn
vez,pt,turn
virar,pt,turn
wenden,de,turn
tartaruga,it,turtle
tartaruga,pt,turtle
fernseher,de,TV
televisão,pt,TV
televisión,es,TV
tv,pt,TV
doce,es,twelve
dodici,it,twelve
douze,fr,twelve
doze,pt,twelve
zwölf,de,twelve
veinte,es,twenty
venti,it,twenty
vingt,fr,twenty
vinte,pt,twenty
deux,fr,two
dois,pt,two
dos,es,two
due,it,two
zwei,de,two
type,fr,type
typer,fr,Typer
brutto,it,ugly
laid,fr,ugly
ombrello,it,umbrella
parapluie,fr,umbrella
incroyable,fr,unbelievable
oncle,fr,uncle
tio,pt,uncle
tío,es,uncle
zio,it,uncle
sotto,it,under
sous,fr,under
unter,de,under
subir,fr,undergo
souligner,fr,underline
capire,it,understand
compreender,pt,understand
comprender,es,understand
comprendre,fr,understand
entender,es,understand
entender,pt,understand
verstehen,de,understand
comprensión,es,understanding
verständnis,de,understanding
divisa,it,uniform
uniforme,pt,uniform
syndicat,fr,union
union,de,union
union,fr,union
unión,es,Union
unique,fr,unique
einheit,de,unit
unidade,pt,unit
unité,fr,unit
unir,fr,unite
unire,it,unite
états-unis,fr,United States
unidad,es,unity
universal,es,universal
universal,pt,universal
universel,fr,universal
universo,es,universe
hochschule,de,University
uni,de,University
universidade,pt,university
università,it,university
universität,de,university
université,fr,university
diploma,pt,University Degree
inconnu,fr,unknown
unbekannt,de,unknown
inutile,fr,Unnecessary
finché,it,until
hasta,es,until
jusqu'à,fr,until
jusque,fr,until
lever,fr,Up
até,pt,up until
aktualisieren,de,update
hochladen,de,Upload
ober,de,Upper
urbain,fr,urban
urbano,es,urban
urbano,pt,urban
ci,it,us
statunitense,it,US
benutzen,de,use
consommer,fr,use
gebrauch,de,use
impiego,it,use
nutzen,de,use
nutzung,de,use
usar,es,use
usar,pt,use
usare,it,use
utilisation,fr,use
utiliser,fr,use
utilizar,es,use
utilizar,pt,use
verwenden,de,use
verwendung,de,use
sinnvoll,de,Useful
útil,es,Useful
útil,pt,useful
utile,fr,useful
usuario,es,user
usuário,pt,user
benutzername,de,User name
benutzern,de,Users
nutzer,de,Users
généralement,fr,usually
generalmente,es,usually
geralmente,pt,usually
gewöhnlich,de,usually
normalmente,es,usually
soler,es,usually do
férias,pt,vacation
ferien,de,vacation
urlaub,de,vacation
valeur,fr,value
valor,es,value
wert,de,value
estime,fr,valued
variedad,es,variety
variedade,pt,variety
variété,fr,variety
divers,fr,various
vário,pt,various
varios,es,various
légume,fr,vegetable
vegetal,pt,vegetable
verdura,it,vegetable
gemüse,de,vegetables
fahrzeug,de,vehicle
véhicule,fr,vehicle
vehículo,es,vehicle
veículo,pt,vehicle
version,de,version
version,fr,version
versión,es,version
versione,it,version
molto,it,very
muy,es,very
sehr,de,very
très,fr,very
benissimo,it,very well
via,de,via
opfer,de,Victim
víctima,es,victim
victime,fr,victim
vítima,pt,victim
vittima,it,victim
sieg,de,victory
victoire,fr,victory
vitória,pt,victory
video,de,video
wien,de,Vienna
visión,es,view
vista,it,view
vista,pt,View
espectador,es,viewer
espectador,pt,viewer
spettatore,it,viewer
villa,de,villa
villa,es,villa
dorf,de,village
villaggio,it,village
jahrgang,de,vintage
verstoßen,de,Violate
verstoß,de,violation
gewalt,de,violence
violence,fr,violence
violencia,es,violence
violenza,it,violence
viola,it,Violet
violino,it,violin
violon,fr,violin
praticamente,pt,virtually
vertu,fr,Virtue
virtud,es,virtue
virtude,pt,Virtue
virus,de,virus
virus,es,virus
virus,fr,virus
vírus,pt,virus
sichtbar,de,visible
visão,pt,vision
vision,fr,vision
besuch,de,visit
besuchen,de,visit
visita,es,visit
visita,it,visit
visita,pt,visit
visitar,es,visit
visitar,pt,visit
visitare,it,visit
visiter,fr,visit
besucher,de,visitor
vital,es,vital
vitale,it,vital
stimme,de,voice
voix,fr,voice
voz,es,voice
voz,pt,voice
volcán,es,volcano
vulcão,pt,volcano
tension,fr,voltage
ton,de,volume
volume,fr,volume
volumen,es,volume
voto,it,vote
aspettare,it,wait
esperar,es,wait
esperar,pt,wait
cameriere,it,waiter
attente,fr,waiting
espera,pt,waiting
warten,de,waiting
andar,es,walk
caminar,es,walk
caminhar,pt,walk
camminare,it,walk
marcher,fr,walk
passeggiata,it,walk
promener,fr,walk
spazieren,de,walk
mur,fr,Wall
muro,it,Wall
muro,pt,wall
pared,es,wall
parede,pt,wall
parete,it,wall
wand,de,wall
carteira,pt,Wallet
portafoglio,it,wallet
portefeuille,fr,wallet
querer,es,want
querer,pt,want
volere,it,want
wollen,de,want
vouloir,fr,want to
guerra,es,war
guerre,fr,war
krieg,de,war
morno,pt,warm
advertir,es,warn
attention,fr,Warning
lavar,pt,wash
lavare,it,wash
laver,fr,Wash
linge,fr,Washing machine
montre,fr,Watch
regarder,fr,watch
schauen,de,watch
cuidado,es,watch out
fernsehen,de,watch TV
acqua,it,water
agua,es,Water
água,pt,Water
eau,fr,water
regar,pt,water
wasser,de,water
vague,fr,wave
caminho,pt,way
façon,fr,way
jeito,pt,way
manera,es,way
maniera,it,way
manière,fr,way
moyen,fr,way
banheiro,pt,WC
noi,it,we
nos,pt,we
nós,pt,we
nous,fr,we
on,fr,we
wir,de,we
débil,es,weak
debole,it,weak
riqueza,es,wealth
arma,es,weapon
indossare,it,wear
vestir,pt,wear
clima,es,weather
tiempo,es,weather
wetter,de,Weather
weber,de,Weber
hochzeit,de,wedding
mariage,fr,wedding
mercoledì,it,Wednesday
mercredi,fr,Wednesday
miércoles,es,Wednesday
mittwoch,de,Wednesday
quarta-feira,pt,Wednesday
gras,de,weed
semaine,fr,week
semana,es,week
semana,pt,week
settimana,it,week
woche,de,week
wochenende,de,weekend
semanal,pt,weekly
settimanalmente,it,weekly
pesar,es,weigh
peser,fr,weigh
pesar,pt,weight
poids,fr,weight
estranho,pt,weird
bienvenue,fr,welcome
willkommen,de,welcome
bem-estar,pt,welfare
benessere,it,welfare
ben,it,well
wohl,de,well
bienestar,es,wellness
oeste,es,West
oeste,pt,west
ovest,it,west
westen,de,west
western,de,Western film
bagnato,it,wet
baleia,pt,whale
baleine,fr,whale
balena,it,whale
qual,it,what
qual,pt,what
que,es,what
que,pt,what
qué,es,what
quê,pt,what
quel,fr,what
quoi,fr,what
was,de,What
roda,pt,wheel
roue,fr,wheel
rueda,es,wheel
ruota,it,wheel
cuando,es,when
cuándo,es,when
lors,fr,When
lorsque,fr,when
quand,fr,when
quando,it,when
quando,pt,When
wann,de,when
aonde,pt,where
donde,es,where
dónde,es,where
dove,it,where
wo,de,Where
wohin,de,where
ouest,fr,Where is
auquel,fr,which
cuál,es,which
cui,it,which
lequel,fr,which
quale,it,which
welch,de,Which
queda,pt,which gives
enquanto,pt,While
mentre,it,while
mientras,es,While
pendant,fr,while
während,de,while
bianco,it,White
blanc,fr,White
blanco,es,White
branco,pt,White
weiß,de,White
chi,it,who
quem,pt,who
qui,fr,who
quién,es,who
wer,de,who
entier,fr,Whole
dont,fr,whose
porque,es,why
pourquoi,fr,Why
warum,de,Why
méchant,fr,Wicked
largement,fr,widely
femme,fr,wife
moglie,it,wife
sauvage,fr,wild
selvaggio,it,wild
volonté,fr,will
vontade,pt,will
gagner,fr,win
ganar,es,win
ganhar,pt,win
gewinnen,de,win
remporter,fr,win
vincere,it,win
vent,fr,wind
viento,es,wind
wind,de,wind
fenêtre,fr,window
fenster,de,window
finestra,it,window
janela,pt,window
ventana,es,window
ventoso,it,windy
cru,fr,Wine
vin,fr,wine
vinho,pt,wine
vino,it,wine
wein,de,Wine
aile,fr,wing
hiver,fr,winter
inverno,it,winter
inverno,pt,Winter
invierno,es,winter
sage,fr,wise
weise,de,wise
desear,es,wish
deseo,es,wish
souhaiter,fr,wish
wunsch,de,wish
wünschen,de,wish
avec,fr,with
com,pt,with
con,es,with
con,it,with
mit,de,With
comigo,pt,with me
gerne,de,with pleasure
conosco,pt,with us
contigo,pt,with you
entro,it,within
ohne,de,without
sans,fr,without
sem,pt,without
senza,it,without
sin,es,without
témoin,fr,witness
testemunha,pt,witness
testigo,es,witness
lobo,pt,Wolf
loup,fr,wolf
lupo,it,wolf
wolf,de,wolf
donna,it,woman
mujer,es,woman
mulher,pt,woman
maravilhoso,pt,wonderful
meraviglioso,it,wonderful
merveilleux,fr,wonderful
bois,fr,wood
holz,de,Wood
madeira,pt,wood
madera,es,wood
lana,it,wool
mot,fr,word
palabra,es,word
palavra,pt,word
parola,it,word
wort,de,word
redação,pt,wording
arbeiten,de,work
lavorare,it,work
lavoro,it,work
obra,es,work
obra,pt,work
ouvrage,fr,work
trabajar,es,work
trabajo,es,work
trabalhar,pt,work
travailler,fr,work
operaio,it,worker
ouvrier,fr,worker
trabalhador,pt,worker
werkstatt,de,Workshop
monde,fr,world
mondial,fr,World
mondiale,it,world
mundial,es,world
mundial,pt,World
mundo,es,world
mundo,pt,world
welt,de,world
weltweit,de,worldwide
preoccupare,it,worry
preocupar,pt,worry
souci,fr,worry
peggiore,it,worse
pior,pt,worse
adorar,pt,worship
peor,es,worst
pire,fr,worst
valer,es,worth
ware,de,would
écrire,fr,write
escrever,pt,write
escribir,es,write
schreiben,de,write
scrivere,it,write
anotar,pt,write down
écrivain,fr,writer
escritor,es,Writer
escritor,pt,writer
scrittore,it,writer
écriture,fr,writing
écrit,fr,written
verfasst,de,Written
mal,es,wrong
mal,fr,wrong
y,es,Y
y,fr,Y
patio,es,yard
an,fr,year
année,fr,year
anno,it,year
ano,pt,year
año,es,year
jahr,de,year
jährlich,de,yearly
amarelo,pt,yellow
amarillo,es,yellow
gelb,de,yellow
giallo,it,yellow
jaune,fr,yellow
ja,de,Yes
oui,fr,Yes
si,es,yes
si,it,Yes
si,pt,Yes
sí,es,yes
sim,pt,Yes
ayer,es,Yesterday
gestern,de,yesterday
hier,fr,yesterday
ieri,it,yesterday
ontem,pt,yesterday
ancora,it,yet
aún,es,yet
contudo,pt,Yet
dennoch,de,yet
du,de,you
lhe,pt,you
sie,de,you
te,fr,you
te,it,you
te,pt,you
tè,it,you
ti,es,you
ti,it,you
ti,pt,you
toi,fr,you
tu,fr,you
tu,it,you
tu,pt,you
vi,it,you
você,pt,you
voi,it,you
vous,fr,you
prego,it,You're welcome
bitte,de,You're welcome
giovane,it,young
jeune,fr,young
jovem,pt,young
joven,es,young
jung,de,young
dein,de,your
euer,de,your
seu,pt,your
teu,pt,your
ton,fr,your
tua,it,your
tuo,it,your
vostro,it,your
votre,fr,your
suyo,es,yours
jeunesse,fr,youth
juventud,es,youth
juventude,pt,youth
jugendlich,de,Youthful
sì,it,Yup
zero,it,zero
zero,pt,zero
zéro,fr,zero
zona,es,zone
zona,pt,zone
zone,fr,zoned
zoo,fr,zoo
zoo,it,zoo
faux,fr,false
cierto,es,true
verdad,es,true
verdadeiro,pt,true
verdadero,es,true
véritable,fr,true
vero,it,true
vrai,fr,true
